id,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6
ixrvx,3,2,49,11,16,26
zx3wo,5,1,68,12,28,33
ihlqk,11,11,61,3,17,43
sa5z8,12,25,58,3,15,2
v528y,11,12,24,3,19,10
h94t1,3,1,96,12,1,9
qtkej,5,9,10,12,22,23
f2594,11,24,18,11,12,72
jdkwj,3,23,20,11,26,80
hi82u,5,27,38,11,5,19
rd1ub,3,1,43,12,1,26
wzswo,11,11,21,12,26,51
gsjml,3,9,83,11,3,18
hg4ka,12,1,16,11,1,49
vpz0s,11,30,46,3,30,94
manx6,12,14,83,11,29,61
nx16v,11,23,86,5,13,66
sspm6,3,5,61,3,11,10
de7x0,11,8,2,3,24,61
wxp29,11,29,46,12,24,89
jlbo4,12,25,35,3,2,67
rek3r,5,29,60,3,31,75
ltd3q,12,16,90,3,11,56
ttial,5,30,82,3,22,34
pguk8,12,23,19,12,18,59
ejikm,11,17,9,11,10,80
e1i1s,3,8,53,12,22,35
w3jqg,5,18,46,3,4,43
npxtg,3,1,5,3,1,90
hyutb,5,22,18,5,17,48
dnzoa,3,23,56,3,16,92
djyhf,3,24,94,3,7,24
x0zvc,3,1,61,5,1,56
zlloz,12,26,71,11,26,33
k6wek,3,30,7,12,19,10
fdqil,11,22,95,11,7,88
kpavu,5,4,94,3,17,69
dr9os,11,5,96,3,24,66
otn7r,11,15,61,11,16,57
q8z7d,3,10,70,12,20,28
zwqrg,12,1,43,3,1,99
i3xq8,3,22,65,11,11,7
fpiuo,11,6,1,12,8,2
dqjun,11,27,16,3,1,35
j6qc2,12,30,49,3,20,60
puues,11,18,53,11,8,61
b1btb,12,12,78,3,6,97
te4u3,12,1,29,3,1,17
llfd5,11,17,67,12,3,79
u59sz,3,19,75,11,25,46
mhqqh,3,8,95,12,6,74
ef5om,12,8,15,11,3,57
asieu,3,1,70,3,1,57
o56h5,11,1,9,11,1,66
om3ll,12,6,28,3,22,23
vp1o6,5,6,21,11,13,57
w64hw,5,31,1,11,26,74
ejud4,11,21,91,11,29,56
imsli,11,1,66,3,1,34
fiq14,3,6,15,5,12,12
cjago,12,8,10,3,27,33
av4qt,5,18,32,3,11,66
coo1z,11,24,62,3,13,20
nzw2u,11,12,56,3,19,25
d8ix7,12,30,98,5,3,93
fgday,3,10,49,5,26,85
dbyse,12,26,86,12,20,25
sldlm,3,1,41,11,1,51
q3cx8,12,3,86,11,30,83
zj438,3,8,49,5,2,44
ck93h,3,1,53,3,1,97
f21dq,11,1,85,3,1,12
l5b8s,5,17,84,12,21,48
qmcv9,11,13,31,11,26,85
do3l3,3,7,84,11,14,20
f8cja,12,1,81,12,1,6
k1j83,12,1,11,12,1,44
afuqx,5,24,11,5,29,73
kvewq,5,11,24,11,21,58
tlq79,12,1,57,5,1,60
nl12e,11,10,81,11,21,62
lsqr1,3,1,36,11,1,95
m82dq,5,26,78,3,1,46
y836r,3,1,4,3,1,36
n2bq3,3,18,37,3,27,99
ns9bk,5,1,83,12,1,8
ypxko,3,14,7,11,3,79
etot7,5,3,21,11,1,13
cu8nd,11,27,88,11,27,95
l00gg,12,1,4,11,27,28
idtm2,12,9,70,11,24,18
f7iql,12,21,29,12,18,66
dg70p,3,25,7,5,1,58
wfcyo,12,25,24,12,25,39
paqo2,12,17,78,12,17,14
rtmbe,5,7,82,12,13,32
dv2hn,12,28,27,12,9,89
idbz3,12,27,42,12,19,97
q28y8,12,28,88,3,18,66
nkwkj,11,13,94,12,12,1
sk50g,3,26,84,3,31,54
rs015,3,1,43,3,1,22
kz71u,12,25,31,3,4,10
ue8rb,12,12,45,5,25,83
gqbj1,5,10,84,12,2,90
c19hf,11,12,97,5,8,37
xkni9,11,13,11,3,1,89
a25xo,3,28,70,5,29,40
hk6eq,11,22,51,11,30,88
ccm7v,11,3,56,12,27,1
gdkfx,11,24,22,12,30,87
kpkys,11,1,98,12,1,34
dz1g5,12,18,58,3,16,50
mdbb0,11,14,70,12,30,57
yc500,11,8,34,3,19,39
dlil0,11,1,41,11,1,70
yh2mg,12,31,81,11,31,90
ko6kj,5,24,14,5,5,95
p08ir,5,23,55,3,27,46
l2ehz,11,28,57,11,16,53
ikur1,11,1,21,3,1,82
crkkc,3,19,86,3,19,43
peg5r,12,7,81,11,25,39
x9b9x,12,14,41,12,19,34
nrs8h,5,1,69,3,1,11
pl2ax,11,2,1,5,29,91
qwtp0,11,19,47,3,19,28
k7v3a,3,12,33,3,2,1
dft2j,11,1,51,12,1,70
n01wx,12,15,98,5,1,3
whvft,3,4,73,11,18,38
i6j3x,12,1,12,5,1,24
wu2wo,5,17,94,11,26,39
wfmx7,3,1,56,12,1,11
g720c,11,1,19,11,13,6
oujp4,12,1,6,5,1,5
th1ag,11,22,4,12,5,85
mqrlg,11,25,55,12,20,58
srvsd,12,1,79,3,1,66
xwjwd,11,1,13,3,1,93
qc7fg,11,28,72,5,7,49
vjsmg,3,15,62,3,16,51
uuewa,11,8,89,5,11,90
vocjt,12,20,5,3,26,79
wdskj,3,23,45,12,13,54
fm7yp,12,25,71,3,26,82
ah3ts,12,5,68,3,16,98
d5i8f,11,10,67,11,30,13
gzgcy,5,15,59,3,13,3
rx0ag,5,20,33,12,24,31
nn976,5,2,11,3,23,8
mzi1l,11,1,64,11,1,12
an8j9,11,9,10,11,4,58
r3ok4,5,9,81,11,3,83
j77k5,3,5,7,12,21,75
tnyvp,3,1,18,11,1,91
cmscz,12,4,53,3,1,52
hbjwz,11,15,97,3,1,37
b1suu,3,22,25,12,12,81
h54q7,12,26,18,11,18,28
yjke1,3,11,93,12,7,97
muv2k,3,26,16,11,28,87
lixax,11,1,65,11,1,19
hh3io,12,27,52,12,7,40
gy34i,11,7,44,3,6,29
r4qpw,11,1,50,3,1,60
z9vmb,11,4,6,3,21,51
t5m3l,5,2,72,3,26,41
td8d8,3,16,17,3,11,55
mhnf2,11,31,49,12,8,93
cct9o,3,9,32,11,25,4
sg2w8,3,7,40,11,12,1
vpmlg,11,1,95,12,1,84
nt8xz,12,26,70,12,17,66
c0h2a,11,28,25,12,15,10
sqxfw,12,1,25,3,1,43
xci1x,11,26,73,12,10,58
f8f4o,12,17,27,11,19,55
e2l15,12,11,42,3,21,35
t0k4k,3,26,85,5,27,83
ie1ha,11,7,70,3,17,20
sczbb,3,9,58,3,18,42
s9czr,3,1,14,5,1,99
gm8mf,11,10,5,11,28,84
bok1y,3,2,3,5,22,87
od65r,3,7,86,3,16,44
korsl,3,8,55,12,29,96
wpn9f,11,25,31,3,14,13
jcef0,5,14,10,5,25,98
gmr31,11,8,3,12,23,29
w6x1a,11,21,4,11,27,8
tls6t,11,1,10,11,1,57
qze18,3,8,93,3,12,58
ym2h6,11,13,84,3,10,34
uyvv3,12,17,72,12,21,16
wjgv4,12,17,9,3,11,11
u77fa,3,6,88,11,5,86
khxod,5,4,60,12,15,33
boxb6,11,12,16,3,1,16
pogor,12,1,44,11,1,88
t2dqx,5,28,37,3,11,39
z3ee8,3,4,19,11,19,67
r7lrg,3,1,3,11,1,6
o28sx,5,22,69,12,17,47
oyrp1,12,24,23,3,18,61
cl5o3,3,25,76,12,10,80
aqmeo,11,12,43,11,28,5
bzsvv,12,26,30,12,8,85
xqkge,3,5,24,3,7,81
u0pc3,11,7,31,11,7,12
gnjqn,5,11,33,5,23,42
lojbv,12,23,67,5,18,82
m08fg,12,26,16,5,23,63
gp2wx,11,1,3,5,1,9
kt9od,11,1,46,11,1,17
jr6t3,3,6,15,12,6,23
sy6v1,12,8,58,12,7,25
twkbp,12,11,43,12,21,80
c7dia,3,21,28,12,18,18
mp8p3,3,15,47,5,28,98
zvckq,12,5,92,12,9,5
wlkvk,3,27,28,12,25,82
u46a9,12,11,60,11,6,72
tupt3,3,1,41,5,7,94
aefb1,3,3,8,11,7,62
z2b3m,11,18,37,3,12,13
tbuyc,11,21,90,12,22,61
xjeil,3,29,45,5,5,23
x6rwh,5,1,59,11,1,51
gvlpg,5,1,94,12,1,56
awdop,3,25,15,12,2,77
rnhex,3,1,4,12,1,93
l7ieg,3,17,65,12,24,76
aknkd,12,15,48,11,28,67
h1bl1,11,5,56,3,5,93
zvgew,5,24,88,12,10,19
jak4l,5,6,57,12,3,38
gmfqi,11,1,62,12,1,36
rauav,11,5,4,12,25,55
rhkch,3,1,35,11,1,32
inm9d,5,26,85,12,29,38
wrt93,3,1,20,3,1,50
pww6a,3,1,49,12,1,26
e2jwq,3,26,40,12,18,8
iq65g,3,1,85,12,1,78
wocit,11,1,58,11,1,80
ciuu9,3,23,33,5,25,23
a0tea,5,22,67,3,9,86
r2y6h,12,4,16,5,20,28
lt3mp,11,3,72,12,21,69
g25rg,11,1,1,12,1,75
m5vpz,11,10,57,3,16,69
enbtr,11,1,8,11,1,34
j7y7w,12,22,18,3,9,53
god5b,5,29,98,5,5,51
p8hvi,3,23,11,11,15,78
rqv0a,12,21,48,11,16,68
x8jzi,12,11,60,3,25,45
b84fm,3,1,80,11,1,15
ipz63,3,29,4,3,24,45
gkz6e,12,7,59,12,20,19
ph0n4,11,19,11,3,11,72
n5n95,3,1,47,11,1,83
wjypz,3,20,40,3,28,70
xstun,11,11,34,12,13,1
utl32,12,1,28,3,1,84
fl4sl,5,3,88,12,2,32
blw20,11,23,21,11,14,71
xwhlw,5,3,24,3,12,13
yimnj,12,17,50,5,19,15
g3lnl,3,1,36,12,20,97
b9ram,12,27,19,5,18,95
r2zg6,3,22,41,11,24,76
pr1mt,5,26,28,11,27,41
xxyy6,12,1,67,5,1,96
o1vmb,12,20,60,5,4,65
tjk4l,12,25,86,12,15,63
ua9q0,5,15,93,11,24,98
acp5m,12,7,61,5,14,14
dq8e1,3,14,62,5,6,22
uphir,3,2,33,3,27,12
etie9,5,18,16,3,4,60
f0u2c,3,1,39,12,1,12
t5lht,3,9,12,12,1,2
f7sih,3,26,36,11,10,58
dnyxi,5,18,43,11,18,84
au943,12,25,61,12,11,19
mtq4n,3,1,39,12,1,50
qqgsd,12,1,63,11,1,83
tp1g5,5,24,55,12,18,84
xxrn6,11,4,91,5,2,89
q48xv,11,24,42,3,22,88
tmj43,5,3,58,12,2,73
fmhs7,12,24,39,11,21,76
i4gzm,11,1,18,11,1,43
huebk,3,1,21,3,1,49
bzsnn,12,20,71,3,15,63
zcwnn,11,10,98,3,11,45
gyugw,11,28,48,11,22,21
lb7t5,11,27,32,11,18,79
j8j4q,12,1,42,11,1,35
b0dii,12,18,37,5,12,81
xkkp8,5,1,77,3,1,32
fa156,11,26,17,12,1,25
cmkj4,3,1,75,11,1,63
i113f,12,1,99,5,25,99
d6l1z,12,28,70,11,28,22
znlxj,5,1,97,11,28,62
ev9kr,12,9,10,12,16,47
hkmbm,3,14,58,11,19,69
htwox,3,14,88,11,18,30
aa5hx,3,18,55,5,10,1
ae7ou,3,2,14,12,18,34
nor32,3,12,40,12,22,21
gehmw,5,17,51,12,4,46
cvoje,3,1,83,11,1,62
hcl3w,11,27,75,11,10,21
ho79t,3,9,87,12,27,97
lso36,5,17,45,5,29,5
z1hxc,5,29,98,11,23,37
hglbd,11,30,63,3,3,98
sjpfi,11,5,46,11,22,29
tog8g,5,25,89,3,17,35
blint,12,4,26,5,7,99
nmaww,3,13,89,11,18,17
l7z7z,3,14,53,11,12,86
n2syq,3,23,13,11,23,40
elvqk,11,1,45,12,1,13
m8ees,11,15,51,3,27,8
da5lr,3,30,67,5,21,49
yukeh,11,12,21,12,14,87
pdcz7,12,8,4,3,17,87
aoln6,12,1,78,3,1,93
nk8kq,11,1,4,11,1,14
ykpyl,5,19,61,5,28,42
tbwzh,11,25,80,3,20,17
hymzk,12,22,26,3,20,3
xcndc,3,15,45,11,17,53
ehtfd,3,15,37,3,6,1
gn2lp,11,16,78,12,28,21
e50pe,3,18,58,3,22,96
xxukg,3,19,73,12,13,88
skuop,11,31,99,11,6,81
n2x3d,12,6,20,11,12,69
rz6mr,12,13,76,11,7,65
gkytj,11,10,80,11,30,5
bb0t7,12,18,81,12,18,25
vi8r2,5,22,38,3,16,6
znoxg,5,31,46,3,29,82
a4ju1,3,1,84,3,1,91
bnkxk,11,1,3,5,1,36
orjvl,11,4,76,11,28,81
bytcz,11,1,96,12,1,44
syotn,5,26,12,5,5,62
yt3ch,3,3,95,3,21,92
hvvzt,3,28,6,12,30,1
hxqb6,11,25,11,3,8,22
wmaw2,3,20,57,3,14,97
jlo83,11,12,44,12,26,40
g1qeg,11,26,48,11,29,81
c4up9,3,9,57,11,7,49
vgdl5,5,1,59,12,1,53
y5wf3,11,14,80,11,2,88
c532e,11,7,31,11,31,86
u7o2u,5,20,98,5,12,57
em3lk,12,10,69,11,28,25
dh8fb,3,1,8,11,1,24
jbudx,12,27,94,12,9,70
llu8c,12,18,45,3,27,46
wsqag,12,21,95,12,12,6
svtyn,5,28,61,12,4,27
db3hc,5,29,75,11,2,91
phpj4,12,1,56,11,27,48
wuxcg,11,16,40,5,18,11
ru36m,12,12,80,11,19,29
f6szv,12,3,99,11,19,20
d9eux,11,1,67,3,1,14
lsyaw,3,10,22,3,28,25
mvyvi,3,13,45,12,20,70
j4i1i,5,17,97,12,19,3
czj4n,5,25,83,5,1,40
dojl8,3,6,1,3,7,79
n7dw4,12,1,24,5,1,2
yvm2v,11,1,7,3,1,6
pglc6,3,11,53,3,18,26
lgc7j,12,28,42,11,27,77
yx8em,12,9,38,12,28,26
rhj6k,5,28,61,3,4,26
sie1m,12,19,58,11,30,58
ocl5k,11,1,84,12,27,76
t3cmv,11,20,60,3,11,47
nay9z,12,30,1,5,26,99
q3frx,11,10,6,3,20,33
qq619,12,1,30,3,1,98
t062e,3,10,73,3,9,98
x58xl,12,2,34,12,5,52
hpban,12,21,80,5,29,52
slliy,11,1,84,5,1,58
an960,11,1,13,12,1,61
n3yhg,3,25,96,12,7,79
xsztj,12,24,10,11,30,98
qck6p,3,2,22,12,24,42
g66fh,5,4,88,11,26,97
pt6jr,12,15,55,12,26,64
jocty,5,2,26,12,31,95
lxy28,3,7,55,3,4,88
f8led,12,15,30,11,17,23
q2prk,5,1,16,11,1,76
fjtju,3,13,35,12,24,90
l1mu8,11,22,26,11,26,96
y1glh,3,1,27,12,1,39
ttnkt,12,1,98,12,1,24
kutoz,5,29,83,5,4,96
zidc7,3,25,27,3,5,89
ajbew,12,18,11,5,28,7
yls1i,12,4,58,11,14,27
jhnpr,12,1,6,12,1,82
v5b3m,12,3,15,5,9,94
y5oer,3,27,76,5,5,47
p2rb9,3,1,17,12,1,62
p057z,5,1,70,11,1,72
tr9al,11,7,70,3,10,65
gnkfq,12,8,99,3,17,67
eiy3z,3,5,63,3,15,24
iwxmg,3,30,6,11,5,18
mkhul,11,12,18,3,2,94
trpxn,3,1,61,12,1,15
gxysy,12,1,10,11,1,45
ojlz0,12,10,19,12,12,51
asnbb,11,19,84,5,6,19
a1xp2,12,26,20,11,15,2
zuyqg,12,21,38,12,21,16
w1p12,3,1,68,12,1,51
woc97,5,1,47,11,1,86
i6bog,11,4,6,11,22,97
nxw2r,12,31,90,3,11,29
rwv5q,3,2,60,12,27,3
gb4i8,3,20,11,5,28,78
t81mv,3,9,94,3,4,68
s7niw,11,1,56,12,1,30
k72n2,3,26,94,3,2,7
l5azz,3,24,82,11,20,26
hsh3t,12,23,14,12,15,85
u60k8,11,22,65,11,7,49
znbbl,5,1,52,5,1,1
zic41,3,21,92,3,15,5
ubg4e,12,6,10,11,2,95
jcd2z,12,19,40,5,1,9
usduq,3,1,15,12,1,95
gjfbw,11,22,14,5,2,52
xyfki,12,16,40,3,23,95
g94da,11,13,52,5,20,16
k7bh0,3,1,4,11,1,70
cfhzi,11,25,28,12,29,58
cwa8s,11,27,6,12,11,61
ktot4,12,2,17,12,18,51
o9dr9,3,9,94,11,18,91
a1b6h,11,1,91,12,1,49
wffi1,3,1,83,12,1,61
cjkua,3,27,5,12,2,38
zmtxi,12,15,36,3,7,25
hhwjq,3,1,46,3,1,90
j8d66,12,22,4,11,15,7
e9ipa,5,1,18,11,21,5
vou23,3,28,33,11,28,39
tgra4,12,3,73,3,27,80
c1c6k,12,16,28,12,19,46
c4xx1,3,29,83,11,4,54
pic1w,12,19,71,11,14,79
ww10e,3,1,55,11,10,99
cffns,5,29,82,12,7,32
fypbp,11,2,82,12,27,61
ot5jc,12,1,61,11,1,32
ct0r3,5,29,5,5,10,37
hjn8y,3,31,72,5,27,69
a4vjj,11,1,50,3,1,52
mismc,3,6,3,3,24,45
sm3uc,3,17,77,3,10,80
knkbo,11,21,92,3,1,14
gor0t,12,1,96,3,1,33
livg7,11,31,82,11,26,74
nvrjx,11,5,43,11,21,88
eedw4,11,1,23,12,1,96
c5mvv,3,5,65,11,21,97
el9f1,12,31,49,3,4,98
z5ouq,12,16,90,5,27,93
scfkw,3,15,88,11,23,57
d2tyv,12,10,39,12,13,57
hyjgz,12,4,79,3,3,72
kukfq,12,1,36,11,1,39
etf8z,11,17,73,11,15,47
wzg1v,11,4,6,12,19,66
yy3sv,3,7,5,12,6,61
gev65,11,24,2,11,8,9
ag9oh,11,1,67,3,1,75
gurpn,12,1,84,3,1,96
p1cqn,12,24,85,3,8,37
vyz74,11,11,47,11,29,44
i63xa,11,1,87,12,1,25
h4on8,5,6,90,11,8,22
gstl9,5,4,71,5,18,78
anm1o,11,1,72,3,1,41
a7qy4,3,1,98,12,1,72
l8kmp,3,31,80,12,16,60
qr29l,5,7,78,5,22,96
aaod5,3,25,82,11,29,14
f1mpt,5,2,54,11,4,95
x0cn8,3,11,81,11,13,24
zoxj8,12,25,82,11,26,21
qw391,12,18,77,3,11,46
ngekr,3,26,55,3,14,75
plaeu,12,1,26,12,1,40
ja8jn,11,17,40,3,1,32
fkmxk,12,28,17,3,4,30
jsu36,5,5,33,12,17,29
sivd1,3,9,17,12,12,6
ron4n,12,19,92,12,21,83
rkiyd,12,21,89,3,13,25
p64d0,11,7,68,12,31,51
baewt,11,29,87,5,10,90
q3wc5,12,5,72,11,18,85
wlfoe,11,24,96,12,24,78
qjj6i,3,1,54,12,1,23
pufe5,11,1,86,11,1,42
fo9ix,3,1,96,11,1,90
ua15s,11,25,98,11,26,76
lzws4,3,27,62,3,7,49
g15il,12,10,32,11,25,66
md2oa,12,14,79,11,1,64
d9e8k,3,28,91,12,3,5
ywrri,11,23,99,12,19,10
sp5lt,12,1,78,3,1,91
i6o92,5,15,83,3,3,20
uvz11,11,19,52,3,21,1
bjl7l,3,5,1,3,18,75
kzkm2,11,1,43,12,1,75
qxnwe,11,21,85,5,16,28
aks4h,3,19,34,3,23,67
soujs,3,1,37,3,1,84
vzji7,11,13,67,5,14,90
pzplt,3,31,14,11,14,2
f4zsw,11,5,52,11,13,17
tfbzr,12,16,57,12,7,58
i6696,11,24,67,11,8,91
tvexk,12,10,8,12,18,75
q4j56,3,21,13,3,14,95
cr8op,3,8,71,3,29,50
c7zgg,11,10,22,12,4,70
asxub,12,1,87,3,1,29
bfc2o,3,25,39,11,8,49
hn48a,12,21,29,12,10,9
a5l1w,5,7,31,3,24,85
yfloa,5,1,89,12,18,81
xntve,3,15,95,3,24,73
ezls6,12,1,82,12,1,39
irv60,12,24,35,11,27,15
tnfp0,11,12,26,5,6,98
rogb5,3,10,36,3,26,46
piy4y,12,16,63,12,31,79
zbhdp,12,13,90,11,26,49
q4bpm,12,27,43,5,19,28
ruawa,3,10,70,5,3,37
nogmy,12,1,73,11,1,32
n4in6,3,12,98,12,29,69
h9tsq,3,1,40,11,1,42
n7poq,5,4,12,11,10,83
x4hap,12,1,69,3,1,59
jrato,11,8,44,11,16,69
dwnab,3,6,68,5,9,49
puvi2,11,2,77,12,29,14
upgpq,11,30,22,5,15,38
yd6n6,3,22,98,3,6,25
okjgh,3,1,5,11,1,59
uyhcv,11,4,82,5,26,50
gz4si,3,24,89,12,17,55
l6x8z,11,20,14,11,21,57
knewd,3,5,23,5,17,78
i3djq,5,1,40,12,1,18
s7jmm,12,22,68,12,2,50
we9ql,5,1,38,11,1,22
i0l90,5,1,92,11,1,98
de7hx,5,1,60,3,1,1
vb14i,11,1,28,3,1,3
wige9,5,29,23,12,23,29
yu8dm,12,5,39,3,5,42
g12wk,12,26,44,12,15,12
sgb5y,3,8,6,3,22,93
swtub,11,12,94,11,28,74
uipov,3,7,78,5,13,63
unohb,12,28,53,3,18,83
y3717,11,6,10,3,5,48
mw5pz,3,1,39,12,1,92
bl604,12,10,77,12,13,99
eatvs,12,8,99,5,10,64
xqwik,3,22,25,5,18,55
v9e67,5,6,7,3,4,73
asr5d,11,3,71,11,23,70
j28l3,12,6,43,3,19,53
grx99,12,7,14,5,19,47
io3kc,11,25,7,11,3,77
qzzpe,5,21,42,3,9,34
nb1ej,12,13,2,12,20,40
mkmf3,12,13,3,12,26,30
lrez7,11,1,29,5,1,80
qge9a,3,20,13,5,11,31
ruad3,3,1,96,3,1,30
bgrws,3,6,96,12,22,74
ds4ts,12,1,42,12,1,41
i28ea,5,12,7,11,6,48
ldfb2,3,29,73,11,26,26
zr6lz,5,5,41,3,20,69
xqk24,3,23,29,11,17,67
qgh0p,12,26,82,3,11,84
at20o,3,26,59,5,4,54
cw3ev,5,21,9,3,2,79
lp5ki,11,13,65,12,13,22
p1wgx,3,1,28,11,1,23
rjo9p,11,6,12,3,27,36
d77xh,12,17,57,3,21,38
xxdzs,3,14,21,11,3,67
m95f9,12,31,13,5,3,43
pw651,3,5,42,11,13,19
bzdgw,12,28,50,12,13,42
v9xyr,3,2,81,12,29,13
or4v9,12,4,8,11,7,46
f99ja,3,1,90,11,1,3
i4bxb,12,29,27,11,1,24
j8l80,12,25,29,11,26,89
acubr,11,4,86,3,2,84
yz0tj,3,1,45,5,1,42
us9ti,11,21,80,12,30,93
x2n54,12,23,17,3,12,68
ja21f,3,15,89,12,19,10
oecmx,11,14,26,11,13,78
l8zv6,12,1,73,12,1,77
mcbc5,11,13,46,3,3,53
plmqn,5,11,62,11,17,45
l8xz4,12,27,80,3,16,8
uxora,12,8,99,5,25,1
blxjt,12,23,46,12,3,87
fr89t,11,2,14,5,10,75
xkw75,12,25,25,5,19,13
wojva,5,15,86,11,27,11
vo0ty,3,15,16,12,7,61
jt5wi,5,19,12,5,11,26
l5pcb,12,12,96,3,20,10
awzig,11,6,45,3,28,25
hmtas,12,3,64,5,9,23
sdoob,12,1,52,11,1,92
ibvms,3,23,5,3,5,55
mgilx,3,22,40,3,25,74
dp857,11,17,66,12,7,70
me5a1,12,7,24,3,5,52
ss2qz,5,15,47,11,14,9
olo7g,11,1,3,5,1,73
ov1hw,11,30,76,11,25,89
xt3x8,12,1,57,12,1,87
gtou6,12,26,58,11,25,13
hacfj,11,22,25,12,25,69
qvqu7,3,21,56,11,30,81
ma9ks,12,15,81,12,19,83
zfuiq,5,24,54,12,19,24
bh6w4,3,15,68,5,4,19
d7jrc,12,7,29,3,6,50
i9cf6,3,6,71,5,10,30
lo0wg,12,9,2,11,11,43
xxzeo,5,19,38,5,1,65
mdvdv,3,30,91,11,11,94
l0yck,11,1,35,11,1,89
e67e5,3,30,2,3,30,2
ldaey,11,4,79,12,8,72
n9ths,11,19,5,3,13,40
pqent,12,8,67,3,24,54
p10ga,11,11,70,3,23,63
l8pmw,3,20,27,5,28,75
eifu9,12,15,10,3,26,27
doypy,12,12,69,3,31,21
ezqqd,3,15,97,11,22,86
q26ac,12,11,41,11,28,27
wx2tg,12,23,87,12,21,31
wzztr,12,28,56,11,8,91
isq39,11,1,43,3,1,87
cz95b,12,13,63,11,12,89
qp6pa,12,1,88,3,1,57
acv53,11,1,73,5,1,31
q6l7z,11,1,11,12,1,34
jhvaq,5,25,8,12,10,39
vi4fy,12,9,59,11,4,58
qs2jc,3,1,15,3,1,19
txh0v,11,4,55,3,28,91
kp3h1,3,4,92,3,21,44
vxqt3,11,19,89,11,19,43
no59v,3,1,4,12,1,82
qqfov,3,16,92,11,22,87
jllcm,12,16,31,11,16,2
ll6c9,5,3,46,5,22,4
vvzyl,12,24,87,12,6,69
k0kkb,11,1,11,11,1,96
a8coc,12,1,62,5,1,79
j8yug,11,1,26,3,1,61
k6cp9,3,30,12,11,2,49
knzbv,12,16,64,5,23,81
bxtu8,5,21,64,5,23,43
d0wdb,11,1,62,12,1,11
iavup,12,10,77,5,2,2
ly9jr,3,12,87,3,4,98
ab2a3,3,21,29,11,19,88
k1b98,11,26,59,3,19,3
ins23,3,1,48,11,1,3
aaxfq,11,1,78,12,1,58
g7jsg,3,19,40,12,14,69
h8zhc,5,28,51,11,10,46
d1i2s,3,25,4,3,20,91
t5hkt,12,18,57,3,28,53
b6nwj,11,3,8,3,8,78
pyzdi,11,20,41,11,19,61
rshhg,11,1,32,11,1,76
uyh9a,5,6,51,5,10,69
olzqu,12,29,73,12,17,57
obbgr,5,9,45,12,12,23
ts4er,11,1,68,3,1,31
wn97d,3,1,77,11,1,29
fxwas,3,1,49,3,1,80
uzvxs,11,9,96,3,25,2
m7uz6,3,30,57,12,30,17
ctnyx,12,1,76,11,2,19
p1ham,12,23,34,12,8,88
z1tcz,12,15,62,11,15,87
dv6oz,3,8,92,3,5,78
a5y6p,3,10,35,12,9,39
xaifz,11,1,57,11,1,92
pxnr5,3,8,51,11,26,73
fm5gc,11,1,49,3,1,30
ujbcq,3,1,87,11,1,37
koifi,3,1,3,12,1,30
i0ou2,12,1,55,12,1,55
h1fv8,11,25,30,12,28,72
pqv51,11,2,84,11,22,46
dnfyf,5,1,88,12,1,48
jnle6,3,14,13,11,4,68
h44lj,3,8,85,3,7,56
bronr,12,6,70,3,7,6
tyl18,12,24,19,11,27,36
awyup,12,26,81,3,28,9
ybaqc,11,18,43,3,2,93
cjtb1,11,31,98,12,4,4
jtwg3,3,10,85,3,4,27
cv1d2,12,27,98,5,28,61
jtva5,3,19,6,11,19,6
pbmkf,5,2,44,5,26,11
c52vk,12,28,85,5,3,9
n3imu,12,1,53,12,1,18
uvugc,11,11,18,12,15,64
lqwbi,11,11,74,11,20,68
cre68,12,9,89,3,30,2
rtk6o,5,1,69,12,1,83
eufl8,12,9,96,5,11,95
avapa,3,15,13,12,21,2
lroue,11,1,75,12,1,98
hih3k,3,2,95,11,10,48
ayqm6,11,23,91,5,30,77
uupb2,11,22,46,11,9,36
pu824,5,1,97,11,1,73
x1412,11,1,41,12,1,66
myejg,11,13,19,3,30,72
l9jky,11,1,34,11,1,42
vdpvs,3,14,6,5,15,15
ca3rb,12,1,51,11,1,53
jb59u,12,22,84,3,21,4
uyvtk,5,28,92,12,20,32
hhfcu,11,1,7,3,1,73
xx471,5,17,86,11,1,32
h02sm,12,9,91,12,11,17
kpwvu,12,13,30,12,16,19
x5dxt,12,1,10,3,30,86
gcaa0,12,1,66,3,1,97
z86a5,3,1,22,12,20,83
bwlhv,3,1,86,3,1,72
gg0hx,12,6,33,3,16,20
p8afs,5,31,25,5,19,27
pusg3,5,10,15,3,1,96
xl26x,12,23,58,11,26,11
y3fju,12,11,31,3,21,4
rp58f,12,26,69,3,15,31
r84jc,11,17,99,11,7,28
in8a8,12,17,83,5,7,32
ui9tm,12,1,76,3,1,95
qx4lm,3,11,91,5,16,4
aydyp,12,29,54,3,22,93
vk2wa,3,2,28,5,19,16
j8pav,3,1,91,11,1,39
mm3yi,3,9,84,5,25,12
m5dmh,12,1,46,3,1,70
viw2w,5,20,44,3,3,80
gbmus,11,1,65,12,1,52
krned,3,31,4,3,30,60
bad1s,12,21,51,5,28,76
j37ap,3,1,64,11,1,97
clsz3,3,17,76,12,20,31
prtbb,3,26,20,12,2,40
xnnqa,11,24,55,3,25,86
mi7b9,11,1,61,5,1,17
xzi3t,3,9,83,5,29,18
zscvh,12,25,38,3,28,82
bld1a,11,1,52,3,1,87
nvxrp,3,1,97,11,1,40
nmz08,11,12,59,3,1,48
